id,name,is_real_startup,country,city,sector,founded_year,website,description,employees,crunchbase_id,fiscal_year,currency,revenue,cogs,gross_profit,operating_expenses,ebitda,depreciation,ebit,interest_expense,taxes,net_income,cash,total_assets,total_liabilities,equity,mrr,arr,cac,ltv,churn_rate,customers_count,arpu,burn_rate_monthly,runway_months,gross_margin_pct
7422,Vazquez Miller and Powell,False,CA,Meaganmouth,AgriTech,2009,https://vazquezmillerandpowell.com,Amount according little thing sit PM model material seat threat.,27,vazquez-miller-and-powell,2023,USD,244956,68986,175970,135288,40682,778,39904,2449,4899,35005,13810,246481,166328,80153,,244956,973.04,486.52,0.0449,538,37.9,25984.41,0.53,0.7184
7423,Sanders Adams and Gonzalez,False,US,Tonyview,Marketplaces,2021,https://sandersadamsandgonzalez.com,Themselves here always out this whole.,25,sanders-adams-and-gonzalez,2023,USD,5943272,3263654,2679618,3280776,-601158,0,-601158,59432,118865,-720023,1743559,4795410,3321726,1473684,,5943272,91.89,45.94,0.0538,24763,20.0,272309.06,6.4,0.4509
7424,Maldonado Inc,False,IN,Erikashire,AgriTech,2019,https://maldonadoinc.com,Because red type late but goal response say child question.,17,maldonado-inc,2023,USD,1263198,179454,1083744,885341,198403,8589,189814,12631,25263,164551,224004,1008561,554587,453974,,1263198,289.51,1574.19,0.0623,5263,20.0,91875.87,2.44,0.8579
7425,Acosta LLC,False,IN,Roweshire,Marketplaces,2022,https://acostallc.com,Face church word hot include growth.,14,acosta-llc,2023,USD,192165,69092,123073,129396,-6323,0,-6323,1921,3843,-10166,5669,124718,60212,64506,,192165,971.62,485.81,0.0804,72,220.38,11145.64,0.51,0.6405
7426,Cardenas Ponce and Silva,False,CA,East Melanie,Cybersecurity,2012,https://cardenasponceandsilva.com,Himself prepare large seek peace help send.,21,cardenas-ponce-and-silva,2023,USD,1020408,243494,776914,622381,154533,0,154533,10204,20408,134125,21273,621776,31088,590688,,1020408,20.0,14.7,0.0866,343,247.35,61130.6,0.35,0.7614
7427,King PLC,False,DE,Justinchester,Fintech,2011,https://kingplc.com,Film worker without lead practice hard career.,13,king-plc,2023,EUR,3608727,1340044,2268683,1677329,591354,0,591354,36087,72174,519180,165541,2101984,765177,1336807,,3608727,1457.08,4285.83,0.0857,1476,203.7,131242.19,1.26,0.6287
7428,Bell Andrews and Campos,False,GB,Port Noahfurt,EdTech,2012,https://bellandrewsandcampos.com,Agree class drug way speech ten employee participant mission.,30,bell-andrews-and-campos,2023,USD,93929,38552,55377,45333,10044,41290,-31246,939,1878,-33124,11814,250064,59288,190776,7827.42,93929,546.03,2827.14,0.001,77,100.94,8734.04,1.35,0.5896
7429,Martin Inc,False,ZA,Jacobsshire,Mobility,2017,https://martininc.com,Natural and put memory professional particular yard read region play.,25,martin-inc,2023,USD,602277,150952,451325,325330,125995,29270,96725,6022,12045,84680,87612,531800,324320,207480,,602277,595.05,3154.23,0.0921,2509,20.0,12858.17,6.81,0.7494
7430,White-Williams,False,AU,Cisnerosland,AI/ML,2023,https://white-williams.com,Nice quite behavior she assume camera assume respond phone strategy.,19,white-williams,2023,USD,686063,203190,482873,324268,158605,6892,151713,6860,13721,137992,19066,547796,288362,259434,,686063,213.99,978.64,0.0915,948,60.29,1000.0,19.07,0.7038
7431,Smith Huang and Molina,False,BR,Meghanburgh,IoT,2010,https://smithhuangandmolina.com,Ready not quality back base good.,19,smith-huang-and-molina,2023,USD,306443,90030,216413,33353,183060,55942,127118,3064,6128,120990,4154,353691,17778,335913,,306443,1296.93,4558.92,0.001,1276,20.0,28111.11,0.15,0.7062
7432,Walls-Wilson,False,EG,Jamesmouth,Mobility,2020,https://walls-wilson.com,Various thing property technology now training age.,27,walls-wilson,2023,USD,717678,145669,572009,177741,394268,0,394268,7176,14353,379915,78989,537279,104669,432610,,717678,20.0,20.72,0.0725,283,210.67,40105.77,1.97,0.797
7433,Reed Gutierrez and Parker,False,AU,Coopertown,EdTech,2015,https://reedgutierrezandparker.com,Some happen Mrs least before wear capital.,16,reed-gutierrez-and-parker,2023,USD,389364,127926,261438,156568,104870,33402,71468,3893,7787,63681,29722,340039,103979,236060,32447.0,389364,542.05,1525.97,0.0419,2939,11.04,8176.18,3.64,0.6714
7434,Garcia and Sons,False,BR,Port Timothymouth,AgriTech,2013,https://garciaandsons.com,Beyond commercial growth leader author vote coach wear table.,20,garcia-and-sons,2023,USD,1590864,706662,884202,193484,690718,0,690718,15908,31817,658901,12116,951470,548911,402559,,1590864,992.51,3089.35,0.0889,1730,76.63,37889.21,0.32,0.5558
7435,Harrison Banks and Brown,False,EG,Kristyhaven,HealthTech,2008,https://harrisonbanksandbrown.com,Statement collection meeting use two area.,19,harrison-banks-and-brown,2023,USD,1089124,551665,537459,457159,80300,0,80300,10891,21782,58518,55493,688475,271155,417320,90760.33,1089124,309.54,1927.46,0.0237,2154,42.12,3772.74,14.71,0.4935
7436,Ray Inc,False,DE,East Derek,AI/ML,2020,https://rayinc.com,Before science watch his then herself structure well decide.,12,ray-inc,2023,EUR,439063,178427,260636,265762,-5126,0,-5126,4390,8781,-13907,9113,385246,193273,191973,,439063,20.0,46.02,0.0843,164,222.99,9839.75,0.93,0.5936
7437,Savage Inc,False,BR,Boydville,HealthTech,2010,https://savageinc.com,Season state group represent memory among subject race discover hit.,18,savage-inc,2023,USD,1674085,496240,1177845,1193056,-15211,10391,-25602,16740,33481,-59083,35939,977098,502211,474887,139507.08,1674085,533.6,1509.07,0.0909,6808,20.49,78045.29,0.46,0.7036
7438,Bautista Group,False,EG,East Jenniferborough,E-commerce,2008,https://bautistagroup.com,More culture around still owner hit knowledge into yeah third.,12,bautista-group,2023,USD,600956,267141,333815,56885,276930,1667,275263,6009,12019,263244,9188,502467,170108,332359,,600956,900.42,2307.65,0.0787,317,157.57,3528.64,2.6,0.5555
7439,Cook Decker and Anderson,False,BR,South Brandon,AI/ML,2009,https://cookdeckerandanderson.com,Attention brother past develop assume sea because short impact.,17,cook-decker-and-anderson,2023,USD,495640,200925,294715,303123,-8408,15046,-23454,4956,9912,-33366,16190,356670,95589,261081,,495640,372.6,692.71,0.0422,129,319.44,52932.92,0.31,0.5946
7440,Knight Ltd,False,AU,New Elizabeth,Fintech,2020,https://knightltd.com,Term four minute machine do large themselves.,13,knight-ltd,2023,USD,505153,276897,228256,370704,-142448,16649,-159097,5051,10103,-169200,20472,437276,190374,246902,,505153,203.54,101.77,0.001,227,185.2,52024.28,0.39,0.4519
7441,Salazar Inc,False,DE,East Lisahaven,SaaS,2016,https://salazarinc.com,Class so material upon everything by level bag responsibility choice.,25,salazar-inc,2023,EUR,959382,569312,390070,415887,-25817,14897,-40714,9593,19187,-59901,310628,896580,115144,781436,79948.5,959382,10.0,62.32,0.0437,1315,60.79,36262.8,8.57,0.4066
7442,Roberts Ayala and Vazquez,False,CA,New Stephanieville,Cybersecurity,2014,https://robertsayalaandvazquez.com,Discover other attention officer thing research prevent suggest color.,18,roberts-ayala-and-vazquez,2023,USD,272848,88005,184843,227061,-42218,10925,-53143,2728,5456,-58599,9300,239421,156675,82746,,272848,1480.48,7019.88,0.0536,229,99.26,1000.0,9.3,0.6775
7443,Duncan Mclean and West,False,US,Port Ashleyland,Energy,2015,https://duncanmcleanandwest.com,Risk usually significant factor question personal history hope friend.,28,duncan-mclean-and-west,2023,USD,2227114,408788,1818326,1244458,573868,0,573868,22271,44542,529326,15838,1265522,316657,948865,,2227114,1029.42,3179.79,0.0813,5171,35.89,85276.13,0.19,0.8164
7444,French and Sons,False,CA,Port Andrew,Cybersecurity,2024,https://frenchandsons.com,President you interview keep feeling seem second let produce here.,30,french-and-sons,2023,USD,1356190,558330,797860,628736,169124,0,169124,13561,27123,142001,60538,831819,41590,790229,,1356190,20.0,56.66,0.001,872,129.59,78090.1,0.78,0.5883
7445,Diaz Ball and Andrade,False,GB,Lake Robert,AgriTech,2015,https://diazballandandrade.com,Some mention finish religious economic mind anything.,19,diaz-ball-and-andrade,2023,USD,60243,12874,47369,42512,4857,13713,-8856,602,1204,-10060,12386,228528,37492,191036,,60243,20.0,41.47,0.001,129,38.73,19323.56,0.64,0.7863
7446,Rogers Ltd,False,CA,South Michaelton,EdTech,2017,https://rogersltd.com,Work condition bank wrong about though market skill environmental friend admit.,14,rogers-ltd,2023,USD,279136,124749,154387,183828,-29441,31893,-61334,2791,5582,-66916,16663,187975,9398,178577,23261.33,279136,602.5,2754.85,0.0804,240,96.9,1000.0,16.66,0.5531
7447,Oliver Group,False,US,Port Kimberlyland,SaaS,2011,https://olivergroup.com,Need than until finish would everybody age learn weight take.,19,oliver-group,2023,USD,969009,251839,717170,74525,642645,0,642645,9690,19380,623265,31344,637941,246065,391876,80750.75,969009,478.48,3327.36,0.0399,1423,56.72,9846.66,3.18,0.7401
7448,Ibarra Oliver and Logan,False,NG,Larryfurt,Fintech,2020,https://ibarraoliverandlogan.com,Special fish old meeting probably.,25,ibarra-oliver-and-logan,2023,USD,2772251,803396,1968855,506735,1462120,37032,1425088,27722,55445,1369643,81664,1607620,1003879,603741,,2772251,1090.15,6257.61,0.0528,2422,95.36,70877.15,1.15,0.7102
7449,Simpson Inc,False,EG,Maryside,Mobility,2024,https://simpsoninc.com,The energy during top hair indeed quickly happen fact population.,22,simpson-inc,2023,USD,6811767,3283813,3527954,4170239,-642285,8696,-650981,68117,136235,-787216,141969,3627220,1199595,2427625,,6811767,20.0,39.17,0.001,2075,273.45,309104.12,0.46,0.5179
7450,Ramirez Reed and Richardson,False,IN,Coltonburgh,AI/ML,2010,https://ramirezreedandrichardson.com,Stand step station structure direction social fire per.,22,ramirez-reed-and-richardson,2023,USD,1188845,569114,619731,785157,-165426,0,-165426,11888,23776,-189202,65027,791073,277920,513153,,1188845,2578.55,7796.64,0.1304,371,266.79,51685.0,1.26,0.5213
7451,Brown LLC,False,TN,Jonesville,E-commerce,2013,https://brownllc.com,Compare century two later military this certain suddenly.,17,brown-llc,2023,USD,654415,225876,428539,32720,395819,0,395819,6544,13088,382731,13975,424007,260663,163344,,654415,152.82,470.07,0.1248,2726,20.0,3864.98,3.62,0.6548
7452,Johnson-Mcconnell,False,IN,Christianstad,AgriTech,2016,https://johnson-mcconnell.com,She discuss wind month red really keep poor too address.,9,johnson-mcconnell,2023,USD,295274,92390,202884,68245,134639,29849,104790,2952,5905,98885,3176,174251,8712,165539,,295274,288.78,1157.68,0.0744,239,102.78,1000.0,3.18,0.6871
7453,Harris Ltd,False,BR,Christopherborough,E-commerce,2016,https://harrisltd.com,Customer Democrat support good kind government.,29,harris-ltd,2023,USD,702768,347088,355680,193914,161766,3709,158057,7027,14055,144002,115303,602205,309612,292593,,702768,20.0,104.71,0.0646,2928,20.0,25590.33,4.51,0.5061
7454,Harmon-Baldwin,False,IN,East Amy,Energy,2009,https://harmon-baldwin.com,Dinner our meeting sit her one thought.,24,harmon-baldwin,2023,USD,771728,286908,484820,473512,11308,0,11308,7717,15434,-4126,321612,797388,39869,757519,,771728,864.01,4601.87,0.0621,3215,20.0,34903.1,9.21,0.6282
7455,Luna Ltd,False,NG,Edwardshaven,EdTech,2019,https://lunaltd.com,Without seem reason teacher under oil ball.,31,luna-ltd,2023,USD,417782,139042,278740,114543,164197,0,164197,4177,8355,155842,5461,264863,56300,208563,34815.17,417782,214.4,1796.28,0.0102,905,38.45,32282.21,0.17,0.6672
7456,Kelley-Villarreal,False,ZA,Nortonville,Fintech,2023,https://kelley-villarreal.com,Phone plant away nature bad.,15,kelley-villarreal,2023,USD,761924,198285,563639,402733,160906,16300,144606,7619,15238,129368,24435,409427,84344,325083,,761924,20.0,65.08,0.0767,834,76.06,39961.24,0.61,0.7398
7457,Hunter Jimenez and James,False,KE,Michaelmouth,IoT,2014,https://hunterjimenezandjames.com,Statement everyone best subject recent executive cell close.,18,hunter-jimenez-and-james,2023,USD,925341,405734,519607,303231,216376,548,215828,9253,18506,197322,34169,573647,251665,321982,,925341,20.0,69.85,0.0167,3855,20.0,1000.0,34.17,0.5615
7458,Ortega Ritter and Norris,False,EG,Hayesstad,Cybersecurity,2011,https://ortegaritterandnorris.com,I recent old other despite family community.,26,ortega-ritter-and-norris,2023,USD,7442701,4307960,3134741,2376610,758131,3293,754838,74427,148854,605984,401884,4314705,2373970,1940735,,7442701,154.35,723.46,0.0813,3576,173.4,203370.26,1.98,0.4212
7459,Buchanan-Moreno,False,US,North Jon,Marketplaces,2018,https://buchanan-moreno.com,Whom sign out rise debate.,23,buchanan-moreno,2023,USD,336980,166957,170023,126219,43804,8155,35649,3369,6739,28910,5340,219688,157298,62390,,336980,47.59,189.59,0.044,131,213.07,31136.54,0.17,0.5045
7460,Smith Inc,False,DE,Leeborough,Marketplaces,2011,https://smithinc.com,Newspaper wind light account statement among majority.,25,smith-inc,2023,EUR,737709,172138,565571,215042,350529,0,350529,7377,14754,335775,21213,530468,51931,478537,,737709,391.48,313.15,0.019,331,185.31,46385.08,0.46,0.7667
7461,Mullins Miller and Liu,False,GB,New Melissastad,AI/ML,2022,https://mullinsmillerandliu.com,Exactly cause admit generation property.,23,mullins-miller-and-liu,2023,USD,6012220,3188546,2823674,2759791,63883,0,63883,60122,120244,-56361,3987586,7051815,4168755,2883060,,6012220,291.77,785.85,0.108,3044,164.55,257886.44,15.46,0.4697
7462,Daniels Ltd,False,NG,Sarahland,AI/ML,2016,https://danielsltd.com,Great business research family film money main speech trouble easy.,19,daniels-ltd,2023,USD,626871,200736,426135,329133,97002,0,97002,6268,12537,84465,192764,677163,370757,306406,,626871,967.42,2973.32,0.001,495,105.44,33185.12,5.81,0.6798
7463,Johnson-Huerta,False,NG,Romanland,Cybersecurity,2020,https://johnson-huerta.com,Financial message money candidate common.,25,johnson-huerta,2023,USD,265218,141593,123625,37626,85999,0,85999,2652,5304,80695,3005,329753,182318,147435,,265218,29.18,103.22,0.0181,188,117.51,8430.49,0.36,0.4661
7464,Yates-Stevens,False,AU,Dorseyberg,IoT,2021,https://yates-stevens.com,Seat development may common threat.,20,yates-stevens,2023,USD,878330,340961,537369,849300,-311931,0,-311931,8783,17566,-329497,29547,472932,111392,361540,,878330,282.15,1680.92,0.0372,238,306.89,95284.78,0.31,0.6118
7465,Brown Vazquez and Chambers,False,KE,South Samuel,AI/ML,2024,https://brownvazquezandchambers.com,Whom company strong respond toward study skill price option.,15,brown-vazquez-and-chambers,2023,USD,586755,100203,486552,321842,164710,0,164710,5867,11735,152975,94664,470622,212969,257653,,586755,305.5,152.75,0.0979,622,78.49,68601.5,1.38,0.8292
7466,Castro LLC,False,AU,Doughertytown,HealthTech,2009,https://castrollc.com,Few cause chance for specific stage project represent manager stay.,14,castro-llc,2023,USD,292984,109657,183327,121874,61453,38504,22949,2929,5859,17090,26139,207310,56450,150860,24415.33,292984,10.0,58.55,0.0958,539,45.24,34165.54,0.77,0.6257
7467,Martin-Lewis,False,IN,North Kayla,E-commerce,2023,https://martin-lewis.com,Far detail less fire fight edge trouble cold.,17,martin-lewis,2023,USD,220876,85396,135480,125973,9507,0,9507,2208,4417,5090,6352,259495,12974,246521,,220876,368.0,810.43,0.0743,253,72.47,1000.0,6.35,0.6134
7468,Silva Ruiz and Price,False,KE,East Caleb,Cybersecurity,2012,https://silvaruizandprice.com,Wait audience stand dog door owner where despite natural employee.,21,silva-ruiz-and-price,2023,USD,578285,284725,293560,321708,-28148,6291,-34439,5782,11565,-46004,9124,364967,254790,110177,,578285,932.81,4661.23,0.0315,992,48.55,24802.91,0.37,0.5076
7469,Sutton PLC,False,EG,Staceymouth,Fintech,2016,https://suttonplc.com,Lot use morning side sit media face.,14,sutton-plc,2023,USD,562052,208631,353421,28102,325319,0,325319,5620,11241,314078,23121,421817,99116,322701,,562052,183.75,866.63,0.0067,1337,35.01,1000.0,23.12,0.6288
7470,Andersen-George,False,EG,Davisport,Marketplaces,2012,https://andersen-george.com,Each just right arrive.,18,andersen-george,2023,USD,418520,126712,291808,159442,132366,16056,116310,4185,8370,107940,59506,389241,149124,240117,,418520,879.95,598.8,0.001,590,59.02,1000.0,59.51,0.6972
7471,Sanford-Hernandez,False,IN,East Rogerhaven,Energy,2015,https://sanford-hernandez.com,Edge happen ten live this speak five all tonight into.,16,sanford-hernandez,2023,USD,831227,289866,541361,585581,-44220,0,-44220,8312,16624,-60844,42858,637770,50921,586849,,831227,1251.3,757.93,0.0716,461,150.08,55324.49,0.77,0.6513
7472,Sanchez-Adams,False,US,West Paul,Fintech,2020,https://sanchez-adams.com,Necessary political choose cost generation our heart.,15,sanchez-adams,2023,USD,3244710,427070,2817640,1368851,1448789,0,1448789,32447,64894,1383895,130423,1877914,939897,938017,,3244710,268.18,1326.23,0.0441,2736,98.81,126855.8,1.03,0.8684
7473,Rogers Group,False,ZA,West Thomashaven,AgriTech,2013,https://rogersgroup.com,State center of team continue try wide low.,16,rogers-group,2023,USD,2302369,1379264,923105,868654,54451,6131,48320,23023,46047,2273,9230,1240375,350480,889895,,2302369,383.26,1282.12,0.016,3619,53.01,44244.17,0.21,0.4009
7474,Aguilar PLC,False,IN,North Jennifer,HealthTech,2014,https://aguilarplc.com,Special fight everybody even smile pattern.,20,aguilar-plc,2023,USD,1595909,226645,1369264,622651,746613,19329,727284,15959,31918,695366,109430,1020310,89270,931040,132992.42,1595909,10.0,14.52,0.0395,6427,20.69,24486.9,4.47,0.858
7475,Garcia Phillips and Whitaker,False,NG,Emilyview,Marketplaces,2015,https://garciaphillipsandwhitaker.com,Phone also require administration impact if model her store.,19,garcia-phillips-and-whitaker,2023,USD,645830,251321,394509,46596,347913,66,347847,6458,12916,334931,7878,429445,21472,407973,,645830,20.0,57.26,0.1076,2690,20.0,1000.0,7.88,0.6109
7476,Smith-Powers,False,KE,South Amyshire,Mobility,2013,https://smith-powers.com,Social morning skin city difficult partner international consumer.,23,smith-powers,2023,USD,530784,250210,280574,268402,12172,0,12172,5307,10615,1557,13973,422092,247936,174156,,530784,20.0,52.48,0.001,568,77.83,22559.65,0.62,0.5286
7477,Baker Inc,False,NG,North Joseburgh,EdTech,2015,https://bakerinc.com,Mr might rule himself that page.,13,baker-inc,2023,USD,768713,246518,522195,233851,288344,7894,280450,7687,15374,265076,29093,565903,182246,383657,64059.42,768713,10.0,33.82,0.001,1213,52.77,6828.06,4.26,0.6793
7478,Jones Group,False,KE,West Amandashire,Fintech,2012,https://jonesgroup.com,Wall low draw final of song.,21,jones-group,2023,USD,161694,33985,127709,98333,29376,0,29376,1616,3233,26143,9296,257400,80658,176742,,161694,227.57,465.06,0.001,155,86.67,11909.49,0.78,0.7898
7479,Roach-Ho,False,FR,North Lauraview,Marketplaces,2023,https://roach-ho.com,Nearly why off between them ok idea important activity.,13,roach-ho,2023,EUR,1221980,289478,932502,769964,162538,11147,151391,12219,24439,126952,68968,717532,277499,440033,,1221980,20.0,11.16,0.001,475,214.36,58129.6,1.19,0.7631
7480,Brewer and Sons,False,US,South Jamesville,Energy,2013,https://brewerandsons.com,Deep knowledge manage someone right place.,28,brewer-and-sons,2023,USD,344959,97684,247275,290052,-42777,0,-42777,3449,6899,-49676,38670,350375,41737,308638,,344959,386.19,1388.89,0.0883,1437,20.0,5600.32,6.9,0.7168
7481,Ayers Simpson and Fischer,False,KE,Lake Jose,EdTech,2013,https://ayerssimpsonandfischer.com,Rule once wear three contain play soldier mission compare into.,23,ayers-simpson-and-fischer,2023,USD,576000,223324,352676,195152,157524,31325,126199,5760,11520,114679,83248,483457,166303,317154,48000.0,576000,10.0,80.6,0.0731,885,54.19,23088.02,3.61,0.6123
7482,Sullivan-Lambert,False,NG,Michelleport,AI/ML,2009,https://sullivan-lambert.com,Above admit radio him group second hand.,23,sullivan-lambert,2023,USD,1311130,445558,865572,565659,299913,0,299913,13111,26222,273691,111216,866122,155994,710128,,1311130,1318.54,3747.04,0.1059,5463,20.0,53579.56,2.08,0.6602
7483,White Ltd,False,ZA,Coleport,IoT,2014,https://whiteltd.com,Difference deal lot success lot generation physical be become.,23,white-ltd,2023,USD,751304,437338,313966,398333,-84367,0,-84367,7513,15026,-99393,36325,466653,72645,394008,,751304,293.69,475.52,0.0286,192,325.75,49358.78,0.74,0.4179
7484,Erickson PLC,False,GB,West Michelleton,HealthTech,2011,https://ericksonplc.com,Last community at even letter former.,20,erickson-plc,2023,USD,5528817,961101,4567716,2887904,1679812,0,1679812,55288,110576,1569236,99186,2866254,403235,2463019,460734.75,5528817,177.47,728.72,0.001,22322,20.64,235421.74,0.42,0.8262
7485,Romero-Mcpherson,False,US,West Phillip,Fintech,2008,https://romero-mcpherson.com,Position moment peace moment cost business home.,22,romero-mcpherson,2023,USD,604495,190085,414410,333433,80977,0,80977,6044,12089,68888,133014,503655,172678,330977,,604495,20.0,134.29,0.0394,449,112.14,24837.44,5.36,0.6855
7486,Perez Group,False,GB,Erichaven,EdTech,2013,https://perezgroup.com,Mind machine ten factor.,26,perez-group,2023,USD,98938,46869,52069,66013,-13944,1817,-15761,989,1978,-17739,4801,195558,22872,172686,8244.83,98938,734.66,3471.93,0.0115,74,111.02,1000.0,4.8,0.5263
7487,Johnson Madden and White,False,US,South Andre,SaaS,2010,https://johnsonmaddenandwhite.com,Strategy role want the before security.,22,johnson-madden-and-white,2023,USD,1652305,646344,1005961,251195,754766,0,754766,16523,33046,721720,142284,979494,264500,714994,137692.08,1652305,369.96,1195.4,0.0248,27538,5.0,17459.09,8.15,0.6088
7488,Rodriguez Gonzales and Berry,False,ZA,Rossberg,AI/ML,2020,https://rodriguezgonzalesandberry.com,Dinner score reflect everything report notice oil.,23,rodriguez-gonzales-and-berry,2023,USD,961235,170493,790742,902592,-111850,5403,-117253,9612,19224,-136477,150977,746992,37349,709643,,961235,918.04,459.02,0.0076,691,115.86,86410.25,1.75,0.8226
7489,Griffin-Davidson,False,EG,Lake Margaretchester,Energy,2020,https://griffin-davidson.com,Whether apply some break town.,24,griffin-davidson,2023,USD,22301414,5325508,16975906,1115070,15860836,0,15860836,223014,446028,15414808,195713,11432898,3804051,7628847,,22301414,1431.31,6712.98,0.001,24023,77.36,67653.91,2.89,0.7612
7490,Jackson Garcia and Riley,False,FR,West Stephanie,SaaS,2008,https://jacksongarciaandriley.com,Trial leg box address range beyond group significant.,18,jackson-garcia-and-riley,2023,EUR,618438,216355,402083,250708,151375,8425,142950,6184,12368,130582,22145,360456,273201,87255,51536.5,618438,434.52,2355.85,0.0014,1889,27.28,49386.38,0.45,0.6502
7491,Taylor Garcia and Robertson,False,NG,South Bobbyshire,Marketplaces,2023,https://taylorgarciaandrobertson.com,Himself education political tonight fine.,14,taylor-garcia-and-robertson,2023,USD,1393033,69651,1323382,685124,638258,16365,621893,13930,27860,594033,194924,944484,460259,484225,,1393033,879.46,3525.69,0.0065,883,131.43,19437.26,10.03,0.95
7492,Fisher-Kramer,False,ZA,New Edwardtown,Energy,2011,https://fisher-kramer.com,Pull bank catch our price return pass center general section.,12,fisher-kramer,2023,USD,421341,189136,232205,21067,211138,0,211138,4213,8426,202712,48356,412243,88331,323912,,421341,20.0,10.0,0.001,167,209.82,10175.25,4.75,0.5511
7493,Hudson PLC,False,US,North Kayla,AI/ML,2010,https://hudsonplc.com,Consumer find down smile.,27,hudson-plc,2023,USD,965836,398423,567413,467166,100247,11129,89118,9658,19316,69802,76695,654069,119956,534113,,965836,684.49,3480.23,0.1425,488,164.87,59213.73,1.3,0.5875
7494,Garner Inc,False,IN,Pamelaville,EdTech,2019,https://garnerinc.com,Sell run exactly director discover however.,18,garner-inc,2023,USD,360900,111009,249891,262274,-12383,11025,-23408,3609,7218,-30626,36030,315349,163024,152325,30075.0,360900,448.87,3144.07,0.0362,300,100.21,1000.0,36.03,0.6924
7495,Turner-Graham,False,TN,South Andrew,Fintech,2017,https://turner-graham.com,Anyone else care give will coach event many.,27,turner-graham,2023,USD,879096,146207,732889,354075,378814,0,378814,8790,17581,361233,151577,754184,215801,538383,,879096,1783.98,12251.56,0.0038,3662,20.0,28209.77,5.37,0.8337
7496,Henderson-Chapman,False,US,East Jeffreyport,Cybersecurity,2015,https://henderson-chapman.com,Full animal theory long property social spring.,26,henderson-chapman,2023,USD,1191131,330469,860662,530756,329906,39068,290838,11911,23822,267016,15045,718230,432169,286061,,1191131,776.22,4243.81,0.0397,432,229.62,33110.98,0.45,0.7226
7497,Hancock Ltd,False,NG,North Dominique,AgriTech,2018,https://hancockltd.com,Better value choice person.,21,hancock-ltd,2023,USD,561931,222538,339393,522223,-182830,15124,-197954,5619,11238,-209192,16201,484470,185197,299273,,561931,819.87,2920.95,0.001,307,152.53,30986.24,0.52,0.604
7498,Wilcox-Thompson,False,BR,New Daniel,EdTech,2010,https://wilcox-thompson.com,Start case Republican sort civil above positive like.,22,wilcox-thompson,2023,USD,863308,314259,549049,219450,329599,8985,320614,8633,17266,303348,74370,661836,75317,586519,71942.33,863308,10.0,28.47,0.0011,818,87.86,13119.11,5.67,0.636
7499,Harris-Williams,False,KE,South Kim,AI/ML,2009,https://harris-williams.com,Either short hear program method season evidence arrive performance whom.,23,harris-williams,2023,USD,1078020,348279,729741,53901,675840,0,675840,10780,21560,654280,74608,658128,228395,429733,,1078020,20.0,101.2,0.001,548,163.65,1000.0,74.61,0.6769
7500,Reyes-Holder,False,AU,New Stephanieshire,Mobility,2016,https://reyes-holder.com,Yes blue tell toward music.,20,reyes-holder,2023,USD,855164,459194,395970,491165,-95195,5601,-100796,8551,17103,-117899,5369,433049,212941,220108,,855164,922.95,1931.82,0.0421,3563,20.0,35929.03,0.15,0.463
7501,Wilson Duke and Alexander,False,TN,South Alexisfort,AI/ML,2012,https://wilsondukeandalexander.com,Room hard available opportunity travel sure mention.,24,wilson-duke-and-alexander,2023,USD,261440,13072,248368,81088,167280,1205,166075,2614,5228,160847,5824,233791,37433,196358,,261440,20.0,41.76,0.0835,96,226.58,5358.63,1.09,0.95
7502,Keller-Vincent,False,DE,Brendashire,E-commerce,2017,https://keller-vincent.com,Resource may condition eight blood long own green special.,29,keller-vincent,2023,EUR,2282846,557536,1725310,1506323,218987,0,218987,22828,45656,173331,351766,1507678,862603,645075,,2282846,763.27,2353.88,0.0592,3113,61.1,132911.27,2.65,0.7558
7503,Nelson and Sons,False,TN,West Susanton,IoT,2018,https://nelsonandsons.com,Sure environmental series record husband us us.,14,nelson-and-sons,2023,USD,5421786,1816031,3605755,2835609,770146,12400,757746,54217,108435,649311,230431,3054878,731954,2322924,,5421786,20.0,57.6,0.0817,1914,235.96,221478.63,1.04,0.665
7504,Bishop Ltd,False,BR,Port Juliefort,Fintech,2009,https://bishopltd.com,Add attention look list anything indicate main soldier better.,17,bishop-ltd,2023,USD,481767,222423,259344,176290,83054,0,83054,4817,9635,73419,94375,442937,135610,307327,,481767,926.97,5767.1,0.0811,177,225.87,17938.71,5.26,0.5383
7505,Tran-Martinez,False,US,West Alexa,EdTech,2008,https://tran-martinez.com,Become apply now tell.,18,tran-martinez,2023,USD,84804,9017,75787,67900,7887,0,7887,848,1696,6191,31836,118595,40683,77912,7067.0,84804,10.0,19.39,0.001,102,68.66,6967.05,4.57,0.8937
7506,Hughes-Wallace,False,EG,Hicksstad,Energy,2013,https://hughes-wallace.com,New bit oil raise shoulder west language.,24,hughes-wallace,2023,USD,304421,94836,209585,31993,177592,4074,173518,3044,6088,167430,10548,267701,110265,157436,,304421,866.63,3033.74,0.1202,309,82.09,1000.0,10.55,0.6885
7507,Williams Inc,False,US,Thomaschester,E-commerce,2016,https://williamsinc.com,Actually suffer movie likely some speech protect worker.,30,williams-inc,2023,USD,967474,308493,658981,329228,329753,0,329753,9674,19349,310404,31152,554177,92216,461961,,967474,511.55,1814.44,0.0967,2164,37.25,4622.81,6.74,0.6811
